date,channel,sessions,unique_visitors,leads_generated,cost
2026-04-10,facebook,55,41,0,49400.0
2026-04-10,referral,39,24,0,0.0
2026-04-10,organic,33,24,0,0.0
2026-04-11,instagram,170,118,1,152300.0
2026-04-11,telegram,116,77,0,161300.0
2026-04-11,google,88,64,0,113900.0
2026-04-11,facebook,47,29,0,60000.0
2026-04-11,referral,33,22,4,0.0
2026-04-11,organic,67,48,0,0.0
2026-04-12,instagram,149,84,1,178600.0
2026-04-12,telegram,99,71,0,175100.0
2026-04-12,google,48,30,0,42400.0
2026-04-12,facebook,33,24,0,29500.0
2026-04-12,referral,21,14,0,0.0
2026-04-12,organic,75,52,0,0.0
2026-04-13,instagram,80,54,1,148100.0
2026-04-13,telegram,91,64,1,183000.0
2026-04-13,google,72,49,0,82500.0
2026-04-13,facebook,30,22,0,53000.0
2026-04-13,referral,28,16,1,0.0
2026-04-13,organic,68,47,0,0.0
2026-04-14,instagram,126,96,0,110600.0
2026-04-14,telegram,80,60,0,65500.0
2026-04-14,google,46,25,0,93500.0
2026-04-14,facebook,40,25,0,44200.0
2026-04-14,referral,16,9,0,0.0
2026-04-14,organic,58,43,0,0.0
2026-04-15,instagram,98,61,0,103900.0
2026-04-15,telegram,78,49,1,132700.0
2026-04-15,google,59,42,1,71900.0
2026-04-15,facebook,30,23,0,33100.0
2026-04-15,referral,32,19,1,0.0
2026-04-15,organic,33,22,1,0.0
2026-04-16,instagram,158,121,1,284500.0
2026-04-16,telegram,122,75,2,256100.0
2026-04-16,google,62,36,0,132100.0
2026-04-16,facebook,44,25,0,80500.0
2026-04-16,referral,25,14,0,0.0
2026-04-16,organic,54,37,0,0.0
2026-04-17,instagram,161,104,1,181600.0
2026-04-17,telegram,87,57,0,79100.0
2026-04-17,google,43,26,1,63600.0
2026-04-17,facebook,63,38,0,64400.0
2026-04-17,referral,28,19,0,0.0
2026-04-17,organic,76,54,0,0.0
2026-04-18,instagram,186,104,1,257800.0
2026-04-18,telegram,50,30,1,77100.0
2026-04-18,google,60,36,0,113500.0
2026-04-18,facebook,46,27,0,75000.0
2026-04-18,referral,34,18,0,0.0
2026-04-18,organic,62,34,0,0.0
2026-04-19,instagram,144,94,0,310200.0
2026-04-19,telegram,103,61,0,226200.0
2026-04-19,google,69,49,1,120900.0
2026-04-19,facebook,59,38,0,104700.0
2026-04-19,referral,28,18,1,0.0
2026-04-19,organic,47,28,1,0.0
2026-04-20,instagram,127,89,1,135400.0
2026-04-20,telegram,64,40,1,88900.0
2026-04-20,google,56,43,1,98900.0
2026-04-20,facebook,58,36,0,107300.0
2026-04-20,referral,23,16,0,0.0
2026-04-20,organic,49,31,0,0.0
2026-04-21,instagram,113,63,1,93900.0
2026-04-21,telegram,124,84,1,141700.0
2026-04-21,google,65,39,0,115700.0
2026-04-21,facebook,51,38,0,100700.0
2026-04-21,referral,36,23,0,0.0
2026-04-21,organic,91,69,0,0.0
2026-04-22,instagram,153,109,1,156600.0
2026-04-22,telegram,79,46,1,136200.0
2026-04-22,google,68,41,1,88700.0
2026-04-22,facebook,53,41,0,43200.0
2026-04-22,referral,24,17,0,0.0
2026-04-22,organic,42,26,1,0.0
2026-04-23,instagram,100,61,1,148000.0
2026-04-23,telegram,82,64,0,157600.0
2026-04-23,google,66,52,2,73100.0
2026-04-23,facebook,54,40,0,106000.0
2026-04-23,referral,35,20,0,0.0
2026-04-23,organic,48,28,1,0.0
2026-04-24,instagram,202,131,4,316100.0
2026-04-24,telegram,101,67,0,138700.0
2026-04-24,google,76,48,0,68800.0
2026-04-24,facebook,39,30,0,64200.0
2026-04-24,referral,29,22,1,0.0
2026-04-24,organic,52,36,1,0.0
2026-04-25,instagram,151,94,0,307700.0
2026-04-25,telegram,113,67,0,221400.0
2026-04-25,google,51,36,0,90800.0
2026-04-25,facebook,39,23,0,55700.0
2026-04-25,referral,29,22,1,0.0
2026-04-25,organic,48,27,1,0.0
2026-04-26,instagram,108,76,0,193700.0
2026-04-26,telegram,94,55,0,87600.0
2026-04-26,google,85,61,1,180200.0
2026-04-26,facebook,30,20,0,39600.0
2026-04-26,referral,25,14,0,0.0
2026-04-26,organic,61,37,0,0.0
2026-04-27,instagram,143,101,0,218400.0
2026-04-27,telegram,107,65,0,87300.0
2026-04-27,google,77,46,0,166800.0
2026-04-27,facebook,35,25,0,57900.0
2026-04-27,referral,25,17,0,0.0
2026-04-27,organic,51,30,1,0.0
2026-04-28,instagram,59,43,0,66500.0
2026-04-28,telegram,87,65,0,180600.0
2026-04-28,google,69,46,0,85100.0
2026-04-28,facebook,45,27,2,37900.0
2026-04-28,referral,32,21,1,0.0
2026-04-28,organic,60,40,0,0.0
2026-04-29,instagram,113,84,0,166500.0
2026-04-29,telegram,82,48,0,66500.0
2026-04-29,google,49,30,0,63000.0
2026-04-29,facebook,52,35,0,95300.0
2026-04-29,referral,38,29,2,0.0
2026-04-29,organic,50,31,0,0.0
2026-04-30,instagram,210,139,2,413300.0
2026-04-30,telegram,142,84,0,303900.0
2026-04-30,google,48,34,0,55500.0
2026-04-30,facebook,36,24,0,42000.0
2026-04-30,referral,37,21,2,0.0
2026-04-30,organic,48,26,1,0.0
2026-05-01,instagram,197,135,1,350200.0
2026-05-01,telegram,85,67,0,170800.0
2026-05-01,google,92,67,0,83400.0
2026-05-01,facebook,43,28,0,62100.0
2026-05-01,referral,28,18,2,0.0
2026-05-01,organic,60,47,1,0.0
2026-05-02,instagram,158,101,1,142800.0
2026-05-02,telegram,77,61,2,65900.0
2026-05-02,google,87,57,0,105200.0
2026-05-02,facebook,51,40,0,91100.0
2026-05-02,referral,32,23,0,0.0
2026-05-02,organic,64,46,1,0.0
2026-05-03,instagram,181,103,1,330500.0
2026-05-03,telegram,76,54,0,81800.0
2026-05-03,google,56,41,0,95600.0
2026-05-03,facebook,58,38,0,65000.0
2026-05-03,referral,30,22,0,0.0
2026-05-03,organic,64,47,1,0.0
2026-05-04,instagram,117,70,0,114300.0
2026-05-04,telegram,85,60,0,98800.0
2026-05-04,google,68,41,0,119600.0
2026-05-04,facebook,52,31,0,82100.0
2026-05-04,referral,34,26,0,0.0
2026-05-04,organic,63,43,1,0.0
2026-05-05,instagram,172,108,1,361400.0
2026-05-05,telegram,91,54,0,199200.0
2026-05-05,google,47,27,0,90200.0
2026-05-05,facebook,58,37,0,62300.0
2026-05-05,referral,32,18,0,0.0
2026-05-05,organic,70,43,0,0.0
2026-05-06,instagram,100,79,0,219200.0
2026-05-06,telegram,70,52,0,148600.0
2026-05-06,google,80,53,0,70800.0
2026-05-06,facebook,60,39,0,70300.0
2026-05-06,referral,37,20,1,0.0
2026-05-06,organic,48,30,1,0.0
2026-05-07,instagram,84,52,3,123200.0
2026-05-07,telegram,140,100,1,279400.0
2026-05-07,google,61,46,0,121500.0
2026-05-07,facebook,63,47,0,99100.0
2026-05-07,referral,22,12,3,0.0
2026-05-07,organic,50,33,0,0.0
2026-05-08,instagram,119,70,0,185000.0
2026-05-08,telegram,121,66,0,104800.0
2026-05-08,google,72,43,1,107900.0
2026-05-08,facebook,53,36,0,53300.0
2026-05-08,referral,26,15,0,0.0
2026-05-08,organic,74,41,0,0.0
2026-05-09,instagram,139,83,0,228300.0
2026-05-09,telegram,98,74,1,213400.0
2026-05-09,google,99,60,0,183100.0
2026-05-09,facebook,42,28,0,84000.0
2026-05-09,referral,27,20,0,0.0
2026-05-09,organic,64,49,1,0.0
2026-05-10,instagram,122,79,1,119900.0
2026-05-10,telegram,89,63,0,87300.0
2026-05-10,google,75,55,0,159900.0
2026-05-10,facebook,40,26,0,45400.0
2026-05-10,referral,28,16,1,0.0
2026-05-10,organic,39,22,0,0.0
2026-05-11,instagram,157,113,0,296600.0
2026-05-11,telegram,111,66,0,177900.0
2026-05-11,google,69,42,0,69200.0
2026-05-11,facebook,35,20,1,41600.0
2026-05-11,referral,32,24,0,0.0
2026-05-11,organic,57,44,0,0.0
2026-05-12,instagram,156,115,2,163400.0
2026-05-12,telegram,112,84,1,243800.0
2026-05-12,google,70,55,0,118900.0
2026-05-12,facebook,9,6,0,13000.0
2026-05-12,referral,28,17,1,0.0
2026-05-12,organic,86,49,1,0.0
2026-05-13,instagram,130,91,0,205800.0
2026-05-13,telegram,61,39,0,86600.0
2026-05-13,google,68,38,0,109800.0
2026-05-13,facebook,46,28,0,91900.0
2026-05-13,referral,30,20,0,0.0
2026-05-13,organic,38,26,0,0.0
2026-05-14,instagram,200,115,0,355800.0
2026-05-14,telegram,133,75,1,129500.0
2026-05-14,google,46,27,1,94500.0
2026-05-14,facebook,49,31,0,77300.0
2026-05-14,referral,29,19,0,0.0
2026-05-14,organic,75,50,0,0.0
2026-05-15,instagram,135,92,1,179700.0
2026-05-15,telegram,48,29,1,53400.0
2026-05-15,google,70,55,1,58800.0
2026-05-15,facebook,52,41,0,66500.0
2026-05-15,referral,27,19,1,0.0
2026-05-15,organic,46,30,1,0.0
2026-05-16,instagram,155,107,0,268700.0
2026-05-16,telegram,114,70,0,233500.0
2026-05-16,google,63,47,0,61200.0
2026-05-16,facebook,61,33,0,99700.0
2026-05-16,referral,34,22,0,0.0
2026-05-16,organic,69,50,0,0.0
2026-05-17,instagram,170,99,0,285900.0
2026-05-17,telegram,70,41,0,75900.0
2026-05-17,google,86,57,1,184900.0
2026-05-17,facebook,36,24,0,32900.0
2026-05-17,referral,21,13,1,0.0
2026-05-17,organic,50,33,1,0.0
2026-05-18,instagram,114,68,2,224200.0
2026-05-18,telegram,99,63,1,212800.0
2026-05-18,google,59,32,0,110200.0
2026-05-18,facebook,62,35,0,63400.0
2026-05-18,referral,28,16,0,0.0
2026-05-18,organic,42,23,1,0.0
2026-05-19,instagram,189,138,0,401500.0
2026-05-19,telegram,122,68,0,121400.0
2026-05-19,google,79,53,0,63700.0
2026-05-19,facebook,38,29,1,43700.0
2026-05-19,referral,29,21,0,0.0
2026-05-19,organic,60,33,1,0.0
2026-05-20,instagram,206,125,1,347300.0
2026-05-20,telegram,58,35,1,67600.0
2026-05-20,google,64,49,1,96900.0
2026-05-20,facebook,37,27,0,64100.0
2026-05-20,referral,34,21,1,0.0
2026-05-20,organic,47,26,0,0.0
2026-05-21,instagram,167,130,0,294700.0
2026-05-21,telegram,108,85,2,192400.0
2026-05-21,google,72,48,0,132800.0
2026-05-21,facebook,64,48,0,95400.0
2026-05-21,referral,32,21,1,0.0
2026-05-21,organic,55,34,0,0.0
2026-05-22,instagram,169,101,0,307900.0
2026-05-22,telegram,73,56,1,66400.0
2026-05-22,google,63,42,0,70000.0
2026-05-22,facebook,71,40,0,109200.0
2026-05-22,referral,29,19,0,0.0
2026-05-22,organic,50,27,0,0.0
2026-05-23,instagram,106,79,0,151400.0
2026-05-23,telegram,63,48,1,116200.0
2026-05-23,google,76,58,1,74200.0
2026-05-23,facebook,52,34,0,89900.0
2026-05-23,referral,40,23,3,0.0
2026-05-23,organic,66,43,0,0.0
2026-05-24,instagram,106,61,1,172900.0
2026-05-24,telegram,89,53,2,189800.0
2026-05-24,google,62,36,0,107900.0
2026-05-24,facebook,67,39,0,105800.0
2026-05-24,referral,33,21,0,0.0
2026-05-24,organic,63,47,0,0.0
2026-05-25,instagram,161,121,1,132200.0
2026-05-25,telegram,87,50,0,96600.0
2026-05-25,google,48,26,1,59000.0
2026-05-25,facebook,42,29,1,83200.0
2026-05-25,referral,26,19,1,0.0
2026-05-25,organic,45,34,1,0.0
2026-05-26,instagram,95,56,0,193700.0
2026-05-26,telegram,107,71,0,115000.0
2026-05-26,google,71,56,0,132900.0
2026-05-26,facebook,60,47,0,78200.0
2026-05-26,referral,24,18,1,0.0
2026-05-26,organic,60,45,1,0.0
2026-05-27,instagram,150,95,2,186900.0
2026-05-27,telegram,161,92,1,129500.0
2026-05-27,google,74,49,0,76000.0
2026-05-27,facebook,52,32,0,67400.0
2026-05-27,referral,38,21,0,0.0
2026-05-27,organic,37,22,0,0.0
2026-05-28,instagram,174,126,1,214800.0
2026-05-28,telegram,115,74,0,181000.0
2026-05-28,google,53,34,3,108400.0
2026-05-28,facebook,38,27,0,32000.0
2026-05-28,referral,27,16,0,0.0
2026-05-28,organic,74,50,0,0.0
2026-05-29,instagram,63,38,0,135100.0
2026-05-29,telegram,105,75,0,144200.0
2026-05-29,google,58,45,1,52000.0
2026-05-29,facebook,47,32,0,101300.0
2026-05-29,referral,32,19,0,0.0
2026-05-29,organic,53,42,1,0.0
2026-05-30,instagram,125,77,3,160600.0
2026-05-30,telegram,93,65,0,75900.0
2026-05-30,google,76,43,0,79800.0
2026-05-30,facebook,40,31,0,69900.0
2026-05-30,referral,22,15,0,0.0
2026-05-30,organic,42,31,0,0.0
2026-05-31,instagram,158,125,0,139200.0
2026-05-31,telegram,56,43,0,103700.0
2026-05-31,google,65,39,1,55700.0
2026-05-31,facebook,47,26,0,41100.0
2026-05-31,referral,24,13,0,0.0
2026-05-31,organic,54,39,1,0.0
2026-06-01,instagram,139,98,1,258500.0
2026-06-01,telegram,85,56,3,155000.0
2026-06-01,google,69,46,0,132700.0
2026-06-01,facebook,40,25,0,55300.0
2026-06-01,referral,32,21,0,0.0
2026-06-01,organic,71,40,0,0.0
2026-06-02,instagram,120,90,1,149200.0
2026-06-02,telegram,48,35,1,90900.0
2026-06-02,google,40,24,0,50500.0
2026-06-02,facebook,66,42,0,56100.0
2026-06-02,referral,29,21,1,0.0
2026-06-02,organic,51,34,0,0.0
2026-06-03,instagram,168,123,2,362400.0
2026-06-03,telegram,66,40,0,131700.0
2026-06-03,google,84,62,0,82900.0
2026-06-03,facebook,41,28,0,76900.0
2026-06-03,referral,18,13,0,0.0
2026-06-03,organic,34,25,1,0.0
2026-06-04,instagram,180,133,1,290000.0
2026-06-04,telegram,69,54,1,116800.0
2026-06-04,google,95,58,0,181900.0
2026-06-04,facebook,20,12,0,43200.0
2026-06-04,referral,31,20,0,0.0
2026-06-04,organic,52,41,1,0.0
2026-06-05,instagram,98,77,2,194000.0
2026-06-05,telegram,75,57,0,100600.0
2026-06-05,google,68,40,0,61500.0
2026-06-05,facebook,33,18,0,39200.0
2026-06-05,referral,33,19,0,0.0
2026-06-05,organic,72,43,1,0.0
2026-06-06,instagram,112,86,0,201900.0
2026-06-06,telegram,75,59,0,136800.0
2026-06-06,google,63,38,0,106600.0
2026-06-06,facebook,49,37,0,50100.0
2026-06-06,referral,22,14,0,0.0
2026-06-06,organic,55,37,0,0.0
2026-06-07,instagram,116,73,0,128700.0
2026-06-07,telegram,91,70,0,120900.0
2026-06-07,google,91,58,0,151400.0
2026-06-07,facebook,40,22,0,80800.0
2026-06-07,referral,42,32,0,0.0
2026-06-07,organic,68,48,1,0.0
2026-06-08,instagram,126,90,0,169200.0
2026-06-08,telegram,93,71,0,198400.0
2026-06-08,google,73,52,0,74200.0
2026-06-08,facebook,52,30,0,87800.0
2026-06-08,referral,21,14,1,0.0
2026-06-08,organic,41,30,1,0.0
2026-06-09,instagram,117,70,2,191200.0
2026-06-09,telegram,67,36,1,55900.0
2026-06-09,google,79,53,0,135500.0
2026-06-09,facebook,48,38,1,94800.0
2026-06-09,referral,23,15,1,0.0
2026-06-09,organic,66,52,0,0.0
2026-06-10,instagram,190,151,0,171900.0
2026-06-10,telegram,110,86,1,159000.0
2026-06-10,google,62,43,1,107300.0
2026-06-10,facebook,57,35,0,70300.0
2026-06-10,referral,19,12,0,0.0
2026-06-10,organic,78,57,1,0.0
2026-06-11,instagram,192,126,0,207400.0
2026-06-11,telegram,84,49,2,179200.0
2026-06-11,google,56,42,1,93100.0
2026-06-11,facebook,52,40,1,100100.0
2026-06-11,referral,14,8,0,0.0
2026-06-11,organic,51,28,0,0.0
2026-06-12,instagram,22,15,0,25600.0
2026-06-12,telegram,102,56,1,207700.0
2026-06-12,google,73,42,0,64800.0
2026-06-12,facebook,50,28,1,108200.0
2026-06-12,referral,26,16,1,0.0
2026-06-12,organic,56,37,0,0.0
2026-06-13,instagram,146,103,1,188400.0
2026-06-13,telegram,106,80,2,161200.0
2026-06-13,google,53,36,1,88000.0
2026-06-13,facebook,69,54,0,98500.0
2026-06-13,referral,31,23,1,0.0
2026-06-13,organic,93,61,1,0.0
2026-06-14,instagram,176,126,1,222300.0
2026-06-14,telegram,42,28,1,42700.0
2026-06-14,google,79,53,0,76100.0
2026-06-14,facebook,56,33,0,91200.0
2026-06-14,referral,26,15,0,0.0
2026-06-14,organic,74,44,0,0.0
2026-06-15,instagram,146,85,2,289600.0
2026-06-15,telegram,58,41,0,47600.0
2026-06-15,google,47,27,0,72700.0
2026-06-15,facebook,48,33,0,93400.0
2026-06-15,referral,33,24,0,0.0
2026-06-15,organic,54,34,1,0.0
2026-06-16,instagram,230,166,0,362900.0
2026-06-16,telegram,69,40,0,93300.0
2026-06-16,google,60,36,1,60100.0
2026-06-16,facebook,58,34,0,83600.0
2026-06-16,referral,34,22,0,0.0
2026-06-16,organic,62,47,1,0.0
2026-06-17,instagram,140,110,1,169200.0
2026-06-17,telegram,63,45,3,100900.0
2026-06-17,google,70,44,1,78800.0
2026-06-17,facebook,28,17,0,58600.0
2026-06-17,referral,46,31,2,0.0
2026-06-17,organic,74,41,1,0.0
2026-06-18,instagram,75,55,0,97400.0
2026-06-18,telegram,100,76,1,91500.0
2026-06-18,google,65,39,0,136000.0
2026-06-18,facebook,46,30,0,64900.0
2026-06-18,referral,32,24,0,0.0
2026-06-18,organic,71,46,0,0.0
2026-06-19,instagram,177,118,2,245100.0
2026-06-19,telegram,47,35,0,78400.0
2026-06-19,google,81,57,0,162400.0
2026-06-19,facebook,34,22,0,45300.0
2026-06-19,referral,43,27,0,0.0
2026-06-19,organic,60,36,0,0.0
2026-06-20,instagram,94,56,2,129100.0
2026-06-20,telegram,96,69,0,141600.0
2026-06-20,google,86,64,2,162300.0
2026-06-20,facebook,44,33,0,92600.0
2026-06-20,referral,28,15,0,0.0
2026-06-20,organic,54,41,1,0.0
2026-06-21,instagram,163,118,1,211600.0
2026-06-21,telegram,93,69,0,188500.0
2026-06-21,google,96,53,1,127000.0
2026-06-21,facebook,49,36,0,39800.0
2026-06-21,referral,30,20,0,0.0
2026-06-21,organic,44,29,0,0.0
2026-06-22,instagram,178,113,0,301000.0
2026-06-22,telegram,58,36,0,120600.0
2026-06-22,google,38,22,0,69800.0
2026-06-22,facebook,46,30,1,50800.0
2026-06-22,referral,17,11,1,0.0
2026-06-22,organic,74,46,1,0.0
2026-06-23,instagram,186,113,2,212800.0
2026-06-23,telegram,82,50,1,126900.0
2026-06-23,google,35,21,0,64300.0
2026-06-23,facebook,41,29,0,57700.0
2026-06-23,referral,23,16,0,0.0
2026-06-23,organic,71,46,0,0.0
2026-06-24,instagram,106,83,1,124100.0
2026-06-24,telegram,79,53,1,143800.0
2026-06-24,google,105,77,0,191700.0
2026-06-24,facebook,41,24,0,82800.0
2026-06-24,referral,22,12,1,0.0
2026-06-24,organic,58,39,1,0.0
2026-06-25,instagram,175,125,2,289900.0
2026-06-25,telegram,67,41,1,137700.0
2026-06-25,google,73,56,0,60600.0
2026-06-25,facebook,41,31,0,58800.0
2026-06-25,referral,27,16,1,0.0
2026-06-25,organic,51,38,1,0.0
2026-06-26,instagram,122,79,1,221400.0
2026-06-26,telegram,111,74,1,242000.0
2026-06-26,google,102,60,0,118500.0
2026-06-26,facebook,44,32,0,82800.0
2026-06-26,referral,30,19,0,0.0
2026-06-26,organic,45,31,0,0.0
2026-06-27,instagram,126,85,4,125500.0
2026-06-27,telegram,104,69,0,95900.0
2026-06-27,google,32,17,0,66800.0
2026-06-27,facebook,50,38,0,78400.0
2026-06-27,referral,39,23,1,0.0
2026-06-27,organic,45,33,1,0.0
2026-06-28,instagram,80,57,0,132800.0
2026-06-28,telegram,102,57,0,161400.0
2026-06-28,google,116,81,0,137400.0
2026-06-28,facebook,35,24,0,56000.0
2026-06-28,referral,36,28,1,0.0
2026-06-28,organic,68,47,0,0.0
2026-06-29,instagram,179,106,0,334700.0
2026-06-29,telegram,71,49,1,143000.0
2026-06-29,google,83,60,0,172100.0
2026-06-29,facebook,38,23,0,40200.0
2026-06-29,referral,30,18,0,0.0
2026-06-29,organic,46,34,1,0.0
2026-06-30,instagram,131,96,0,286000.0
2026-06-30,telegram,83,55,1,140800.0
2026-06-30,google,73,56,1,149500.0
2026-06-30,facebook,88,57,0,158900.0
2026-06-30,referral,30,23,2,0.0
2026-06-30,organic,30,22,0,0.0
2026-07-01,instagram,156,92,0,217000.0
2026-07-01,telegram,99,74,0,181500.0
2026-07-01,google,104,73,0,126000.0
2026-07-01,facebook,41,32,0,41800.0
2026-07-01,referral,34,22,0,0.0
2026-07-01,organic,41,24,0,0.0
2026-07-02,instagram,119,84,0,121000.0
2026-07-02,telegram,106,80,1,162400.0
2026-07-02,google,66,44,0,72600.0
2026-07-02,facebook,27,19,0,23700.0
2026-07-02,referral,30,17,0,0.0
2026-07-02,organic,46,28,0,0.0
2026-07-03,instagram,150,111,0,126400.0
2026-07-03,telegram,105,82,0,168700.0
2026-07-03,google,80,53,0,74900.0
2026-07-03,facebook,44,32,0,88400.0
2026-07-03,referral,45,30,1,0.0
2026-07-03,organic,82,45,1,0.0
2026-07-04,instagram,217,121,0,279600.0
2026-07-04,telegram,85,55,0,184900.0
2026-07-04,google,64,49,0,63300.0
2026-07-04,facebook,65,44,0,131300.0
2026-07-04,referral,32,19,0,0.0
2026-07-04,organic,55,31,0,0.0
2026-07-05,instagram,122,95,2,213000.0
2026-07-05,telegram,114,80,1,179300.0
2026-07-05,google,80,51,0,137600.0
2026-07-05,facebook,65,41,0,126600.0
2026-07-05,referral,29,22,1,0.0
2026-07-05,organic,79,44,0,0.0
2026-07-06,instagram,153,115,1,140100.0
2026-07-06,telegram,76,58,0,85000.0
2026-07-06,google,59,38,0,79800.0
2026-07-06,facebook,40,22,0,75600.0
2026-07-06,referral,21,15,0,0.0
2026-07-06,organic,56,41,0,0.0
2026-07-07,instagram,89,63,2,93500.0
2026-07-07,telegram,79,49,0,63600.0
2026-07-07,google,102,59,0,215800.0
2026-07-07,facebook,57,31,0,121000.0
2026-07-07,referral,29,21,2,0.0
2026-07-07,organic,51,35,1,0.0
2026-07-08,instagram,112,80,0,112900.0
2026-07-08,telegram,77,45,1,64000.0
2026-07-08,google,63,44,0,137300.0
2026-07-08,facebook,38,27,0,74300.0
2026-07-08,referral,14,9,0,0.0
2026-07-08,organic,49,35,1,0.0
2026-07-09,instagram,140,106,0,192800.0
2026-07-09,telegram,90,68,0,86000.0
2026-07-09,google,48,37,0,79300.0
2026-07-09,facebook,42,23,0,59300.0
2026-07-09,referral,29,16,0,0.0
2026-07-09,organic,54,34,1,0.0
2026-07-10,instagram,187,105,1,206500.0
2026-07-10,telegram,79,47,1,94900.0
2026-07-10,google,82,60,0,68700.0
2026-07-10,facebook,62,42,0,50100.0
2026-07-10,referral,42,32,0,0.0
2026-07-10,organic,53,34,1,0.0
2026-07-11,instagram,163,112,0,185000.0
2026-07-11,telegram,103,60,0,185800.0
2026-07-11,google,86,58,0,88300.0
2026-07-11,facebook,48,31,0,69200.0
2026-07-11,referral,40,22,0,0.0
2026-07-11,organic,63,39,1,0.0
2026-07-12,instagram,179,136,0,309500.0
2026-07-12,telegram,61,39,1,90900.0
2026-07-12,google,74,48,2,119800.0
2026-07-12,facebook,62,41,0,101900.0
2026-07-12,referral,36,24,0,0.0
2026-07-12,organic,46,28,1,0.0
2026-07-13,instagram,142,88,0,194300.0
2026-07-13,telegram,94,56,1,167600.0
2026-07-13,google,101,59,0,126900.0
2026-07-13,facebook,43,25,0,41100.0
2026-07-13,referral,37,24,0,0.0
2026-07-13,organic,53,33,1,0.0
2026-07-14,instagram,137,84,0,213600.0
2026-07-14,telegram,86,66,1,169000.0
2026-07-14,google,73,44,0,149100.0
2026-07-14,facebook,60,40,0,104700.0
2026-07-14,referral,25,13,0,0.0
2026-07-14,organic,65,37,0,0.0
2026-07-15,instagram,125,73,1,209000.0
2026-07-15,telegram,89,50,0,81500.0
2026-07-15,google,102,60,0,117800.0
2026-07-15,facebook,26,15,0,28000.0
2026-07-15,referral,21,16,1,0.0
2026-07-15,organic,39,26,1,0.0
2026-07-16,instagram,192,118,0,280500.0
2026-07-16,telegram,125,81,1,231900.0
2026-07-16,google,51,30,0,67400.0
2026-07-16,facebook,57,45,1,85200.0
2026-07-16,referral,32,22,0,0.0
2026-07-16,organic,67,43,1,0.0
2026-07-17,instagram,72,52,1,81200.0
2026-07-17,telegram,120,84,0,231200.0
2026-07-17,google,74,58,0,72300.0
2026-07-17,facebook,51,36,0,67300.0
2026-07-17,referral,34,26,0,0.0
2026-07-17,organic,51,28,1,0.0
2026-07-18,instagram,118,93,0,140200.0
2026-07-18,telegram,106,74,0,96100.0
2026-07-18,google,63,49,0,76600.0
2026-07-18,facebook,64,43,0,76900.0
2026-07-18,referral,26,17,0,0.0
2026-07-18,organic,56,38,0,0.0
2026-07-19,instagram,172,99,0,368200.0
2026-07-19,telegram,75,48,0,68000.0
2026-07-19,google,98,64,0,207000.0
2026-07-19,facebook,48,27,0,60400.0
2026-07-19,referral,40,30,1,0.0
2026-07-19,organic,61,36,0,0.0
2026-07-20,instagram,148,100,0,137000.0
2026-07-20,telegram,106,84,1,197000.0
2026-07-20,google,74,40,1,113800.0
2026-07-20,facebook,56,37,0,115900.0
2026-07-20,referral,32,21,1,0.0
2026-07-20,organic,62,39,0,0.0
2026-07-21,instagram,101,61,0,199200.0
2026-07-21,telegram,87,52,1,164500.0
2026-07-21,google,92,55,0,142200.0
2026-07-21,facebook,41,27,0,50200.0
2026-07-21,referral,27,19,0,0.0
2026-07-21,organic,54,32,1,0.0
2026-07-22,instagram,32,25,1,32900.0
2026-07-22,telegram,134,107,3,172200.0
2026-07-22,google,60,34,0,100200.0
2026-07-22,facebook,25,19,1,34400.0
2026-07-22,referral,15,11,0,0.0
2026-07-22,organic,68,51,1,0.0
2026-07-23,instagram,117,92,1,235200.0
2026-07-23,telegram,99,63,0,210300.0
2026-07-23,google,61,41,0,90400.0
2026-07-23,facebook,47,27,0,54100.0
2026-07-23,referral,36,27,1,0.0
2026-07-23,organic,80,54,0,0.0
2026-07-24,instagram,142,102,0,285300.0
2026-07-24,telegram,124,97,0,257800.0
2026-07-24,google,62,49,0,126200.0
2026-07-24,facebook,54,30,0,96700.0
2026-07-24,referral,27,16,0,0.0
2026-07-24,organic,80,54,1,0.0
2026-07-25,instagram,175,99,3,193600.0
2026-07-25,telegram,83,47,0,138700.0
2026-07-25,google,73,57,0,159300.0
2026-07-25,facebook,40,27,0,34300.0
2026-07-25,referral,32,21,0,0.0
2026-07-25,organic,54,30,0,0.0
2026-07-26,instagram,149,103,0,313800.0
2026-07-26,telegram,90,50,0,140000.0
2026-07-26,google,45,34,0,63200.0
2026-07-26,facebook,58,42,0,86500.0
2026-07-26,referral,25,14,0,0.0
2026-07-26,organic,59,33,0,0.0
2026-07-27,instagram,146,89,1,141400.0
2026-07-27,telegram,67,46,0,83200.0
2026-07-27,google,78,55,0,163600.0
2026-07-27,facebook,35,24,1,48300.0
2026-07-27,referral,24,13,2,0.0
2026-07-27,organic,80,61,1,0.0
2026-07-28,instagram,168,93,1,158400.0
2026-07-28,telegram,91,55,2,170000.0
2026-07-28,google,72,52,0,146900.0
2026-07-28,facebook,53,40,0,110500.0
2026-07-28,referral,24,14,1,0.0
2026-07-28,organic,75,47,1,0.0
2026-07-29,instagram,167,114,2,320300.0
2026-07-29,telegram,127,79,1,190500.0
2026-07-29,google,70,45,0,89500.0
2026-07-29,facebook,38,24,1,76100.0
2026-07-29,referral,24,17,1,0.0
2026-07-29,organic,103,59,1,0.0
2026-07-30,instagram,115,82,1,150000.0
2026-07-30,telegram,88,61,1,187800.0
