attendance_id,student_id,group_id,date,status
A003264,S0167,G013,2026-08-26,present
A003265,S0230,G013,2026-08-26,present
A003266,S0257,G013,2026-08-26,present
A003267,S0003,G013,2026-08-28,present
A003268,S0056,G013,2026-08-28,absent
A003269,S0082,G013,2026-08-28,present
A003270,S0096,G013,2026-08-28,present
A003271,S0119,G013,2026-08-28,present
A003272,S0154,G013,2026-08-28,late
A003273,S0167,G013,2026-08-28,present
A003274,S0230,G013,2026-08-28,present
A003275,S0257,G013,2026-08-28,present
A003276,S0072,G016,2026-02-12,present
A003277,S0072,G016,2026-02-14,present
A003278,S0072,G016,2026-02-16,present
A003279,S0072,G016,2026-02-18,present
A003280,S0072,G016,2026-02-20,present
A003281,S0072,G016,2026-02-24,present
A003282,S0072,G016,2026-02-26,absent
A003283,S0072,G016,2026-02-28,present
A003284,S0072,G016,2026-03-02,present
A003285,S0072,G016,2026-03-04,present
A003286,S0072,G016,2026-03-06,present
A003287,S0072,G016,2026-03-10,absent
A003288,S0072,G016,2026-03-12,present
A003289,S0072,G016,2026-03-14,present
A003290,S0072,G016,2026-03-16,absent
A003291,S0072,G016,2026-03-18,absent
A003292,S0072,G016,2026-03-20,present
A003293,S0072,G016,2026-03-24,present
A003294,S0072,G016,2026-03-26,present
A003295,S0072,G016,2026-03-28,excused
A003296,S0072,G016,2026-03-30,present
A003297,S0072,G016,2026-04-01,late
A003298,S0072,G016,2026-04-03,present
A003299,S0072,G016,2026-04-07,absent
A003300,S0072,G016,2026-04-09,present
A003301,S0072,G016,2026-04-11,late
A003302,S0072,G016,2026-04-13,absent
A003303,S0072,G016,2026-04-15,absent
A003304,S0072,G016,2026-04-17,late
A003305,S0072,G016,2026-04-21,absent
A003306,S0072,G016,2026-04-23,present
A003307,S0072,G016,2026-04-25,present
A003308,S0072,G016,2026-04-27,absent
A003309,S0072,G016,2026-04-29,present
A003310,S0072,G016,2026-05-01,present
A003311,S0072,G016,2026-05-05,present
A003312,S0072,G016,2026-05-07,late
A003313,S0134,G016,2026-05-07,present
A003314,S0072,G016,2026-05-09,present
A003315,S0134,G016,2026-05-09,present
A003316,S0072,G016,2026-05-11,absent
A003317,S0134,G016,2026-05-11,present
A003318,S0072,G016,2026-05-13,present
A003319,S0134,G016,2026-05-13,present
A003320,S0072,G016,2026-05-15,present
A003321,S0134,G016,2026-05-15,present
A003322,S0072,G016,2026-05-19,present
A003323,S0134,G016,2026-05-19,present
A003324,S0072,G016,2026-05-21,present
A003325,S0134,G016,2026-05-21,present
A003326,S0072,G016,2026-05-23,late
A003327,S0134,G016,2026-05-23,present
A003328,S0072,G016,2026-05-25,present
A003329,S0134,G016,2026-05-25,present
A003330,S0072,G016,2026-05-27,present
A003331,S0134,G016,2026-05-27,present
A003332,S0072,G016,2026-05-29,present
A003333,S0134,G016,2026-05-29,late
A003334,S0072,G016,2026-06-02,absent
A003335,S0134,G016,2026-06-02,present
A003336,S0297,G016,2026-06-02,present
A003337,S0072,G016,2026-06-04,present
A003338,S0134,G016,2026-06-04,absent
A003339,S0297,G016,2026-06-04,present
A003340,S0072,G016,2026-06-06,present
A003341,S0134,G016,2026-06-06,present
A003342,S0297,G016,2026-06-06,present
A003343,S0072,G016,2026-06-08,present
A003344,S0134,G016,2026-06-08,late
A003345,S0297,G016,2026-06-08,present
A003346,S0072,G016,2026-06-10,present
A003347,S0134,G016,2026-06-10,present
A003348,S0297,G016,2026-06-10,present
A003349,S0072,G016,2026-06-12,present
A003350,S0134,G016,2026-06-12,present
A003351,S0139,G016,2026-06-12,present
A003352,S0297,G016,2026-06-12,present
A003353,S0072,G016,2026-06-16,present
A003354,S0134,G016,2026-06-16,present
A003355,S0139,G016,2026-06-16,excused
A003356,S0297,G016,2026-06-16,excused
A003357,S0072,G016,2026-06-18,present
A003358,S0134,G016,2026-06-18,present
A003359,S0139,G016,2026-06-18,present
A003360,S0297,G016,2026-06-18,present
A003361,S0072,G016,2026-06-20,present
A003362,S0134,G016,2026-06-20,present
A003363,S0139,G016,2026-06-20,present
A003364,S0297,G016,2026-06-20,present
A003365,S0072,G016,2026-06-22,absent
A003366,S0134,G016,2026-06-22,present
A003367,S0139,G016,2026-06-22,present
A003368,S0297,G016,2026-06-22,present
A003369,S0072,G016,2026-06-24,present
A003370,S0134,G016,2026-06-24,present
A003371,S0139,G016,2026-06-24,present
A003372,S0297,G016,2026-06-24,present
A003373,S0072,G016,2026-06-26,present
A003374,S0134,G016,2026-06-26,present
A003375,S0139,G016,2026-06-26,late
A003376,S0297,G016,2026-06-26,present
A003377,S0072,G016,2026-06-30,present
A003378,S0134,G016,2026-06-30,absent
A003379,S0139,G016,2026-06-30,present
A003380,S0297,G016,2026-06-30,present
A003381,S0072,G016,2026-07-02,present
A003382,S0134,G016,2026-07-02,present
A003383,S0139,G016,2026-07-02,present
A003384,S0297,G016,2026-07-02,present
A003385,S0072,G016,2026-07-04,present
A003386,S0134,G016,2026-07-04,present
A003387,S0139,G016,2026-07-04,absent
A003388,S0297,G016,2026-07-04,excused
A003389,S0072,G016,2026-07-06,present
A003390,S0134,G016,2026-07-06,present
A003391,S0139,G016,2026-07-06,present
A003392,S0161,G016,2026-07-06,absent
A003393,S0297,G016,2026-07-06,present
A003394,S0072,G016,2026-07-08,absent
A003395,S0134,G016,2026-07-08,absent
A003396,S0139,G016,2026-07-08,present
A003397,S0161,G016,2026-07-08,present
A003398,S0297,G016,2026-07-08,present
A003399,S0072,G016,2026-07-10,present
A003400,S0134,G016,2026-07-10,late
A003401,S0139,G016,2026-07-10,present
A003402,S0161,G016,2026-07-10,present
A003403,S0297,G016,2026-07-10,present
A003404,S0072,G016,2026-07-14,present
A003405,S0134,G016,2026-07-14,present
A003406,S0139,G016,2026-07-14,present
A003407,S0161,G016,2026-07-14,present
A003408,S0297,G016,2026-07-14,present
A003409,S0072,G016,2026-07-16,present
A003410,S0134,G016,2026-07-16,present
A003411,S0139,G016,2026-07-16,present
A003412,S0161,G016,2026-07-16,absent
A003413,S0297,G016,2026-07-16,present
A003414,S0072,G016,2026-07-18,present
A003415,S0134,G016,2026-07-18,present
A003416,S0139,G016,2026-07-18,present
A003417,S0161,G016,2026-07-18,present
A003418,S0297,G016,2026-07-18,present
A003419,S0072,G016,2026-07-20,present
A003420,S0134,G016,2026-07-20,present
A003421,S0139,G016,2026-07-20,present
A003422,S0161,G016,2026-07-20,present
A003423,S0289,G016,2026-07-20,absent
A003424,S0297,G016,2026-07-20,present
A003425,S0072,G016,2026-07-22,present
A003426,S0134,G016,2026-07-22,present
A003427,S0139,G016,2026-07-22,present
A003428,S0161,G016,2026-07-22,excused
A003429,S0289,G016,2026-07-22,present
A003430,S0297,G016,2026-07-22,present
A003431,S0072,G016,2026-07-24,present
A003432,S0134,G016,2026-07-24,present
A003433,S0139,G016,2026-07-24,present
A003434,S0161,G016,2026-07-24,present
A003435,S0289,G016,2026-07-24,absent
A003436,S0297,G016,2026-07-24,present
A003437,S0072,G016,2026-07-28,excused
A003438,S0134,G016,2026-07-28,present
A003439,S0139,G016,2026-07-28,present
A003440,S0161,G016,2026-07-28,present
A003441,S0220,G016,2026-07-28,late
A003442,S0289,G016,2026-07-28,absent
A003443,S0297,G016,2026-07-28,present
A003444,S0072,G016,2026-07-30,late
A003445,S0134,G016,2026-07-30,present
A003446,S0139,G016,2026-07-30,present
A003447,S0161,G016,2026-07-30,present
A003448,S0220,G016,2026-07-30,present
A003449,S0289,G016,2026-07-30,present
A003450,S0297,G016,2026-07-30,present
A003451,S0072,G016,2026-08-01,present
A003452,S0134,G016,2026-08-01,present
A003453,S0139,G016,2026-08-01,present
A003454,S0161,G016,2026-08-01,present
A003455,S0220,G016,2026-08-01,present
A003456,S0289,G016,2026-08-01,present
A003457,S0297,G016,2026-08-01,present
A003458,S0299,G017,2026-04-13,present
A003459,S0299,G017,2026-04-15,present
A003460,S0299,G017,2026-04-17,present
A003461,S0299,G017,2026-04-21,present
A003462,S0299,G017,2026-04-23,excused
A003463,S0299,G017,2026-04-25,present
A003464,S0299,G017,2026-04-27,present
A003465,S0299,G017,2026-04-29,absent
A003466,S0299,G017,2026-05-01,present
A003467,S0299,G017,2026-05-05,present
A003468,S0299,G017,2026-05-07,present
A003469,S0299,G017,2026-05-09,present
A003470,S0299,G017,2026-05-11,late
A003471,S0299,G017,2026-05-13,present
A003472,S0299,G017,2026-05-15,present
A003473,S0299,G017,2026-05-19,present
A003474,S0299,G017,2026-05-21,present
A003475,S0299,G017,2026-05-23,present
A003476,S0299,G017,2026-05-25,present
A003477,S0299,G017,2026-05-27,late
A003478,S0299,G017,2026-05-29,present
A003479,S0299,G017,2026-06-02,present
A003480,S0299,G017,2026-06-04,present
A003481,S0299,G017,2026-06-06,present
A003482,S0299,G017,2026-06-08,present
A003483,S0299,G017,2026-06-10,present
A003484,S0299,G017,2026-06-12,present
A003485,S0299,G017,2026-06-16,present
A003486,S0299,G017,2026-06-18,absent
A003487,S0285,G017,2026-06-20,present
A003488,S0299,G017,2026-06-20,present
A003489,S0285,G017,2026-06-22,present
A003490,S0299,G017,2026-06-22,late
A003491,S0285,G017,2026-06-24,present
A003492,S0299,G017,2026-06-24,present
A003493,S0285,G017,2026-06-26,present
A003494,S0299,G017,2026-06-26,present
A003495,S0107,G017,2026-06-30,present
A003496,S0285,G017,2026-06-30,present
A003497,S0299,G017,2026-06-30,present
A003498,S0107,G017,2026-07-02,present
A003499,S0285,G017,2026-07-02,present
A003500,S0299,G017,2026-07-02,present
A003501,S0107,G017,2026-07-04,late
A003502,S0285,G017,2026-07-04,late
A003503,S0299,G017,2026-07-04,present
A003504,S0107,G017,2026-07-06,present
A003505,S0285,G017,2026-07-06,present
A003506,S0299,G017,2026-07-06,present
A003507,S0107,G017,2026-07-08,present
A003508,S0285,G017,2026-07-08,present
A003509,S0299,G017,2026-07-08,late
A003510,S0107,G017,2026-07-10,present
A003511,S0285,G017,2026-07-10,present
A003512,S0299,G017,2026-07-10,present
A003513,S0107,G017,2026-07-14,absent
A003514,S0285,G017,2026-07-14,present
A003515,S0299,G017,2026-07-14,present
A003516,S0107,G017,2026-07-16,present
A003517,S0285,G017,2026-07-16,present
A003518,S0299,G017,2026-07-16,present
A003519,S0107,G017,2026-07-18,excused
A003520,S0285,G017,2026-07-18,present
A003521,S0299,G017,2026-07-18,present
A003522,S0107,G017,2026-07-20,present
A003523,S0285,G017,2026-07-20,present
A003524,S0299,G017,2026-07-20,absent
A003525,S0107,G017,2026-07-22,present
A003526,S0200,G017,2026-07-22,excused
A003527,S0285,G017,2026-07-22,present
A003528,S0299,G017,2026-07-22,absent
A003529,S0107,G017,2026-07-24,present
A003530,S0200,G017,2026-07-24,late
A003531,S0285,G017,2026-07-24,present
A003532,S0299,G017,2026-07-24,present
A003533,S0107,G017,2026-07-28,present
A003534,S0200,G017,2026-07-28,present
A003535,S0285,G017,2026-07-28,present
A003536,S0299,G017,2026-07-28,present
A003537,S0107,G017,2026-07-30,absent
A003538,S0200,G017,2026-07-30,present
A003539,S0285,G017,2026-07-30,present
A003540,S0299,G017,2026-07-30,present
A003541,S0107,G017,2026-08-01,present
A003542,S0200,G017,2026-08-01,present
A003543,S0285,G017,2026-08-01,late
A003544,S0299,G017,2026-08-01,present
A003545,S0107,G017,2026-08-03,present
A003546,S0200,G017,2026-08-03,present
A003547,S0285,G017,2026-08-03,present
A003548,S0299,G017,2026-08-03,present
A003549,S0107,G017,2026-08-05,late
A003550,S0200,G017,2026-08-05,present
A003551,S0285,G017,2026-08-05,present
A003552,S0299,G017,2026-08-05,present
A003553,S0107,G017,2026-08-07,present
A003554,S0200,G017,2026-08-07,present
A003555,S0285,G017,2026-08-07,late
A003556,S0299,G017,2026-08-07,present
A003557,S0107,G017,2026-08-11,absent
A003558,S0200,G017,2026-08-11,present
A003559,S0285,G017,2026-08-11,absent
A003560,S0299,G017,2026-08-11,absent
A003561,S0107,G017,2026-08-13,absent
A003562,S0200,G017,2026-08-13,present
A003563,S0285,G017,2026-08-13,present
A003564,S0299,G017,2026-08-13,present
A003565,S0107,G017,2026-08-15,present
A003566,S0200,G017,2026-08-15,present
A003567,S0285,G017,2026-08-15,excused
A003568,S0299,G017,2026-08-15,present
A003569,S0107,G017,2026-08-17,present
A003570,S0200,G017,2026-08-17,present
A003571,S0285,G017,2026-08-17,present
A003572,S0299,G017,2026-08-17,present
A003573,S0107,G017,2026-08-19,present
A003574,S0200,G017,2026-08-19,present
A003575,S0285,G017,2026-08-19,absent
A003576,S0299,G017,2026-08-19,present
A003577,S0107,G017,2026-08-21,late
A003578,S0200,G017,2026-08-21,present
A003579,S0285,G017,2026-08-21,present
A003580,S0299,G017,2026-08-21,absent
A003581,S0107,G017,2026-08-25,absent
A003582,S0142,G017,2026-08-25,present
A003583,S0200,G017,2026-08-25,present
A003584,S0285,G017,2026-08-25,present
A003585,S0299,G017,2026-08-25,present
A003586,S0107,G017,2026-08-27,present
A003587,S0142,G017,2026-08-27,present
A003588,S0200,G017,2026-08-27,present
A003589,S0285,G017,2026-08-27,excused
A003590,S0299,G017,2026-08-27,absent
A003591,S0107,G017,2026-08-29,present
A003592,S0142,G017,2026-08-29,present
A003593,S0200,G017,2026-08-29,present
A003594,S0285,G017,2026-08-29,present
A003595,S0299,G017,2026-08-29,present
A003596,S0107,G017,2026-08-31,late
A003597,S0142,G017,2026-08-31,present
A003598,S0200,G017,2026-08-31,present
A003599,S0285,G017,2026-08-31,absent
A003600,S0299,G017,2026-08-31,present
A003601,S0092,G019,2026-07-08,late
A003602,S0092,G019,2026-07-10,late
A003603,S0233,G019,2026-07-10,present
A003604,S0092,G019,2026-07-14,present
A003605,S0233,G019,2026-07-14,present
A003606,S0092,G019,2026-07-16,present
A003607,S0228,G019,2026-07-16,late
A003608,S0233,G019,2026-07-16,present
A003609,S0092,G019,2026-07-18,late
A003610,S0228,G019,2026-07-18,excused
A003611,S0233,G019,2026-07-18,present
A003612,S0071,G019,2026-07-20,present
A003613,S0092,G019,2026-07-20,present
A003614,S0228,G019,2026-07-20,present
A003615,S0233,G019,2026-07-20,present
A003616,S0071,G019,2026-07-22,present
A003617,S0092,G019,2026-07-22,present
A003618,S0228,G019,2026-07-22,present
A003619,S0233,G019,2026-07-22,present
A003620,S0071,G019,2026-07-24,present
A003621,S0092,G019,2026-07-24,present
A003622,S0228,G019,2026-07-24,present
A003623,S0233,G019,2026-07-24,present
A003624,S0071,G019,2026-07-28,present
A003625,S0075,G019,2026-07-28,present
A003626,S0092,G019,2026-07-28,present
A003627,S0228,G019,2026-07-28,present
A003628,S0233,G019,2026-07-28,present
A003629,S0276,G019,2026-07-28,present
A003630,S0071,G019,2026-07-30,present
A003631,S0075,G019,2026-07-30,present
A003632,S0092,G019,2026-07-30,present
A003633,S0228,G019,2026-07-30,present
A003634,S0233,G019,2026-07-30,late
A003635,S0276,G019,2026-07-30,absent
A003636,S0071,G019,2026-08-01,present
A003637,S0075,G019,2026-08-01,present
A003638,S0092,G019,2026-08-01,present
A003639,S0228,G019,2026-08-01,present
A003640,S0233,G019,2026-08-01,present
A003641,S0276,G019,2026-08-01,excused
A003642,S0071,G019,2026-08-03,late
A003643,S0075,G019,2026-08-03,present
A003644,S0092,G019,2026-08-03,excused
A003645,S0148,G019,2026-08-03,present
A003646,S0228,G019,2026-08-03,present
A003647,S0233,G019,2026-08-03,late
A003648,S0276,G019,2026-08-03,present
A003649,S0071,G019,2026-08-05,present
A003650,S0075,G019,2026-08-05,absent
A003651,S0092,G019,2026-08-05,present
A003652,S0148,G019,2026-08-05,present
A003653,S0228,G019,2026-08-05,absent
A003654,S0233,G019,2026-08-05,late
A003655,S0276,G019,2026-08-05,present
A003656,S0058,G019,2026-08-07,present
A003657,S0059,G019,2026-08-07,present
A003658,S0071,G019,2026-08-07,absent
A003659,S0075,G019,2026-08-07,present
A003660,S0092,G019,2026-08-07,present
A003661,S0148,G019,2026-08-07,absent
A003662,S0228,G019,2026-08-07,present
A003663,S0233,G019,2026-08-07,present
A003664,S0276,G019,2026-08-07,present
A003665,S0058,G019,2026-08-11,present
A003666,S0059,G019,2026-08-11,present
A003667,S0071,G019,2026-08-11,absent
A003668,S0075,G019,2026-08-11,present
A003669,S0092,G019,2026-08-11,present
A003670,S0148,G019,2026-08-11,present
A003671,S0228,G019,2026-08-11,present
A003672,S0233,G019,2026-08-11,present
A003673,S0276,G019,2026-08-11,present
A003674,S0058,G019,2026-08-13,present
A003675,S0059,G019,2026-08-13,present
A003676,S0071,G019,2026-08-13,present
A003677,S0075,G019,2026-08-13,present
A003678,S0092,G019,2026-08-13,present
A003679,S0131,G019,2026-08-13,present
A003680,S0148,G019,2026-08-13,present
A003681,S0228,G019,2026-08-13,present
A003682,S0233,G019,2026-08-13,present
A003683,S0276,G019,2026-08-13,present
A003684,S0058,G019,2026-08-15,present
A003685,S0059,G019,2026-08-15,present
A003686,S0071,G019,2026-08-15,present
A003687,S0075,G019,2026-08-15,absent
A003688,S0092,G019,2026-08-15,present
A003689,S0131,G019,2026-08-15,present
A003690,S0148,G019,2026-08-15,present
A003691,S0228,G019,2026-08-15,present
A003692,S0233,G019,2026-08-15,present
A003693,S0276,G019,2026-08-15,present
A003694,S0058,G019,2026-08-17,present
A003695,S0059,G019,2026-08-17,absent
A003696,S0071,G019,2026-08-17,present
A003697,S0075,G019,2026-08-17,present
A003698,S0092,G019,2026-08-17,present
A003699,S0131,G019,2026-08-17,present
A003700,S0148,G019,2026-08-17,present
A003701,S0228,G019,2026-08-17,present
A003702,S0233,G019,2026-08-17,present
A003703,S0276,G019,2026-08-17,late
A003704,S0058,G019,2026-08-19,present
A003705,S0059,G019,2026-08-19,present
A003706,S0071,G019,2026-08-19,present
A003707,S0075,G019,2026-08-19,absent
A003708,S0092,G019,2026-08-19,absent
A003709,S0131,G019,2026-08-19,present
A003710,S0148,G019,2026-08-19,present
A003711,S0228,G019,2026-08-19,late
A003712,S0233,G019,2026-08-19,present
A003713,S0276,G019,2026-08-19,present
A003714,S0024,G019,2026-08-21,present
A003715,S0058,G019,2026-08-21,present
A003716,S0059,G019,2026-08-21,present
A003717,S0071,G019,2026-08-21,absent
A003718,S0075,G019,2026-08-21,excused
A003719,S0092,G019,2026-08-21,present
A003720,S0131,G019,2026-08-21,present
A003721,S0148,G019,2026-08-21,present
A003722,S0228,G019,2026-08-21,late
A003723,S0233,G019,2026-08-21,absent
A003724,S0276,G019,2026-08-21,late
A003725,S0012,G019,2026-08-25,present
A003726,S0024,G019,2026-08-25,present
A003727,S0058,G019,2026-08-25,present
A003728,S0059,G019,2026-08-25,present
A003729,S0071,G019,2026-08-25,present
A003730,S0075,G019,2026-08-25,present
A003731,S0092,G019,2026-08-25,present
A003732,S0131,G019,2026-08-25,present
A003733,S0148,G019,2026-08-25,absent
A003734,S0228,G019,2026-08-25,present
A003735,S0233,G019,2026-08-25,present
A003736,S0263,G019,2026-08-25,present
A003737,S0276,G019,2026-08-25,present
A003738,S0012,G019,2026-08-27,present
A003739,S0024,G019,2026-08-27,absent
A003740,S0058,G019,2026-08-27,present
A003741,S0059,G019,2026-08-27,absent
A003742,S0071,G019,2026-08-27,present
A003743,S0075,G019,2026-08-27,present
A003744,S0092,G019,2026-08-27,absent
A003745,S0131,G019,2026-08-27,present
A003746,S0148,G019,2026-08-27,present
A003747,S0228,G019,2026-08-27,present
A003748,S0233,G019,2026-08-27,present
A003749,S0263,G019,2026-08-27,absent
A003750,S0276,G019,2026-08-27,excused
A003751,S0012,G019,2026-08-29,present
A003752,S0024,G019,2026-08-29,absent
A003753,S0058,G019,2026-08-29,present
A003754,S0059,G019,2026-08-29,present
A003755,S0071,G019,2026-08-29,present
A003756,S0075,G019,2026-08-29,present
A003757,S0092,G019,2026-08-29,present
A003758,S0131,G019,2026-08-29,present
A003759,S0148,G019,2026-08-29,present
A003760,S0228,G019,2026-08-29,excused
A003761,S0233,G019,2026-08-29,absent
A003762,S0244,G019,2026-08-29,absent
A003763,S0263,G019,2026-08-29,absent
A003764,S0276,G019,2026-08-29,absent
A003765,S0012,G019,2026-08-31,present
A003766,S0024,G019,2026-08-31,present
A003767,S0058,G019,2026-08-31,absent
A003768,S0059,G019,2026-08-31,present
A003769,S0071,G019,2026-08-31,present
A003770,S0075,G019,2026-08-31,present
A003771,S0092,G019,2026-08-31,present
A003772,S0131,G019,2026-08-31,present
A003773,S0148,G019,2026-08-31,present
A003774,S0228,G019,2026-08-31,absent
A003775,S0233,G019,2026-08-31,present
A003776,S0244,G019,2026-08-31,present
A003777,S0263,G019,2026-08-31,late
A003778,S0276,G019,2026-08-31,present
A003779,S0086,G020,2026-06-27,present
A003780,S0086,G020,2026-06-29,absent
A003781,S0086,G020,2026-07-01,present
A003782,S0086,G020,2026-07-03,present
A003783,S0036,G020,2026-07-07,present
A003784,S0086,G020,2026-07-07,excused
A003785,S0286,G020,2026-07-07,present
A003786,S0036,G020,2026-07-09,present
A003787,S0086,G020,2026-07-09,present
A003788,S0286,G020,2026-07-09,excused
A003789,S0036,G020,2026-07-11,present
A003790,S0086,G020,2026-07-11,present
A003791,S0286,G020,2026-07-11,present
A003792,S0036,G020,2026-07-13,late
A003793,S0086,G020,2026-07-13,present
A003794,S0286,G020,2026-07-13,present
A003795,S0036,G020,2026-07-15,present
A003796,S0086,G020,2026-07-15,absent
A003797,S0286,G020,2026-07-15,present
A003798,S0011,G020,2026-07-17,present
A003799,S0036,G020,2026-07-17,present
A003800,S0086,G020,2026-07-17,present
A003801,S0286,G020,2026-07-17,present
A003802,S0011,G020,2026-07-21,absent
A003803,S0036,G020,2026-07-21,present
A003804,S0086,G020,2026-07-21,present
A003805,S0286,G020,2026-07-21,present
A003806,S0011,G020,2026-07-23,present
A003807,S0036,G020,2026-07-23,present
A003808,S0086,G020,2026-07-23,present
A003809,S0286,G020,2026-07-23,late
A003810,S0011,G020,2026-07-25,late
A003811,S0036,G020,2026-07-25,present
A003812,S0086,G020,2026-07-25,present
A003813,S0286,G020,2026-07-25,present
A003814,S0011,G020,2026-07-27,late
A003815,S0036,G020,2026-07-27,present
A003816,S0086,G020,2026-07-27,present
A003817,S0286,G020,2026-07-27,present
A003818,S0011,G020,2026-07-29,present
A003819,S0036,G020,2026-07-29,present
A003820,S0086,G020,2026-07-29,present
A003821,S0286,G020,2026-07-29,present
A003822,S0011,G020,2026-07-31,present
A003823,S0036,G020,2026-07-31,present
A003824,S0086,G020,2026-07-31,present
A003825,S0286,G020,2026-07-31,present
A003826,S0011,G020,2026-08-04,present
A003827,S0036,G020,2026-08-04,present
A003828,S0086,G020,2026-08-04,excused
A003829,S0286,G020,2026-08-04,present
A003830,S0011,G020,2026-08-06,present
A003831,S0036,G020,2026-08-06,present
A003832,S0086,G020,2026-08-06,present
A003833,S0286,G020,2026-08-06,present
A003834,S0011,G020,2026-08-08,late
A003835,S0036,G020,2026-08-08,present
A003836,S0086,G020,2026-08-08,present
A003837,S0286,G020,2026-08-08,absent
A003838,S0011,G020,2026-08-10,absent
A003839,S0036,G020,2026-08-10,present
A003840,S0086,G020,2026-08-10,present
A003841,S0149,G020,2026-08-10,present
A003842,S0286,G020,2026-08-10,present
A003843,S0011,G020,2026-08-12,present
A003844,S0036,G020,2026-08-12,present
A003845,S0086,G020,2026-08-12,absent
A003846,S0149,G020,2026-08-12,present
A003847,S0286,G020,2026-08-12,present
A003848,S0011,G020,2026-08-14,present
A003849,S0036,G020,2026-08-14,absent
A003850,S0086,G020,2026-08-14,present
A003851,S0149,G020,2026-08-14,present
A003852,S0286,G020,2026-08-14,present
A003853,S0011,G020,2026-08-18,present
A003854,S0036,G020,2026-08-18,present
A003855,S0086,G020,2026-08-18,present
A003856,S0149,G020,2026-08-18,present
A003857,S0286,G020,2026-08-18,present
A003858,S0011,G020,2026-08-20,present
A003859,S0036,G020,2026-08-20,present
A003860,S0086,G020,2026-08-20,late
A003861,S0149,G020,2026-08-20,present
A003862,S0286,G020,2026-08-20,absent
A003863,S0011,G020,2026-08-22,present
A003864,S0036,G020,2026-08-22,absent
A003865,S0086,G020,2026-08-22,present
A003866,S0149,G020,2026-08-22,present
A003867,S0156,G020,2026-08-22,present
A003868,S0286,G020,2026-08-22,present
A003869,S0011,G020,2026-08-24,late
A003870,S0036,G020,2026-08-24,late
A003871,S0086,G020,2026-08-24,present
A003872,S0149,G020,2026-08-24,late
A003873,S0156,G020,2026-08-24,present
A003874,S0286,G020,2026-08-24,present
A003875,S0011,G020,2026-08-26,absent
A003876,S0036,G020,2026-08-26,present
A003877,S0086,G020,2026-08-26,present
A003878,S0149,G020,2026-08-26,present
A003879,S0156,G020,2026-08-26,present
A003880,S0286,G020,2026-08-26,present
A003881,S0011,G020,2026-08-28,present
A003882,S0036,G020,2026-08-28,present
A003883,S0086,G020,2026-08-28,present
A003884,S0149,G020,2026-08-28,late
A003885,S0156,G020,2026-08-28,present
A003886,S0286,G020,2026-08-28,present
A003887,S0104,G021,2026-02-24,present
A003888,S0104,G021,2026-02-26,excused
A003889,S0104,G021,2026-02-28,present
A003890,S0104,G021,2026-03-02,present
A003891,S0104,G021,2026-03-04,present
A003892,S0104,G021,2026-03-06,present
A003893,S0104,G021,2026-03-10,present
A003894,S0104,G021,2026-03-12,present
A003895,S0104,G021,2026-03-14,present
A003896,S0104,G021,2026-03-16,present
A003897,S0104,G021,2026-03-18,present
A003898,S0104,G021,2026-03-20,present
A003899,S0104,G021,2026-03-24,present
A003900,S0104,G021,2026-03-26,present
A003901,S0104,G021,2026-03-28,present
A003902,S0104,G021,2026-03-30,excused
A003903,S0104,G021,2026-04-01,present
A003904,S0104,G021,2026-04-03,present
A003905,S0077,G021,2026-04-07,present
A003906,S0104,G021,2026-04-07,present
A003907,S0077,G021,2026-04-09,present
A003908,S0104,G021,2026-04-09,present
A003909,S0077,G021,2026-04-11,present
A003910,S0104,G021,2026-04-11,late
A003911,S0077,G021,2026-04-13,present
A003912,S0104,G021,2026-04-13,present
A003913,S0077,G021,2026-04-15,present
A003914,S0104,G021,2026-04-15,present
A003915,S0077,G021,2026-04-17,absent
A003916,S0104,G021,2026-04-17,present
A003917,S0077,G021,2026-04-21,absent
A003918,S0104,G021,2026-04-21,present
A003919,S0077,G021,2026-04-23,present
A003920,S0104,G021,2026-04-23,present
A003921,S0077,G021,2026-04-25,present
A003922,S0104,G021,2026-04-25,present
A003923,S0077,G021,2026-04-27,present
A003924,S0104,G021,2026-04-27,excused
A003925,S0077,G021,2026-04-29,present
A003926,S0104,G021,2026-04-29,present
A003927,S0077,G021,2026-05-01,present
A003928,S0104,G021,2026-05-01,present
A003929,S0077,G021,2026-05-05,absent
A003930,S0104,G021,2026-05-05,late
A003931,S0077,G021,2026-05-07,present
A003932,S0104,G021,2026-05-07,excused
A003933,S0077,G021,2026-05-09,present
A003934,S0104,G021,2026-05-09,present
A003935,S0077,G021,2026-05-11,present
A003936,S0104,G021,2026-05-11,present
A003937,S0077,G021,2026-05-13,present
A003938,S0104,G021,2026-05-13,present
A003939,S0077,G021,2026-05-15,present
A003940,S0104,G021,2026-05-15,present
A003941,S0077,G021,2026-05-19,present
A003942,S0104,G021,2026-05-19,present
A003943,S0030,G021,2026-05-21,excused
A003944,S0077,G021,2026-05-21,absent
A003945,S0104,G021,2026-05-21,excused
A003946,S0030,G021,2026-05-23,present
A003947,S0077,G021,2026-05-23,present
A003948,S0104,G021,2026-05-23,present
A003949,S0030,G021,2026-05-25,present
A003950,S0077,G021,2026-05-25,present
A003951,S0104,G021,2026-05-25,present
A003952,S0009,G021,2026-05-27,absent
A003953,S0030,G021,2026-05-27,present
A003954,S0077,G021,2026-05-27,present
A003955,S0104,G021,2026-05-27,present
A003956,S0009,G021,2026-05-29,present
